1 4 1 1 1
2 5 1 1 1
2 1 1 1 1
2 6 1 1 1
2 5 1 1 1
4 2 1 1 1
4 1 1 1 1
4 2 1 1 1
5 2 1 1 1
6 1 1 1 1
6 1 1 1 1
6 3 1 1 1
1 9 1 2 1
2 22 1 2 1
3 18 1 2 1
4 12 1 2 1
6 10 1 2 1
6 12 1 2 1
6 17 1 2 1
1 55 1 3 1
1 64 1 3 1
4 47 1 3 1
1 81 1 4 1
4 92 1 4 1
5 81 1 4 1
5 89 1 4 1
5 78 1 4 1
6 82 1 4 1
6 90 1 4 1
6 95 1 5 1
7 4 2 1 1
8 4 2 1 1
9 6 2 1 1
11 3 2 1 1
12 2 2 1 1
14 6 2 1 1
15 3 2 1 1
19 1 2 1 1
19 1 2 1 1
21 1 2 1 1
22 4 2 1 1
22 1 2 1 1
7 22 2 2 1
8 7 2 2 1
8 16 2 2 1
9 10 2 2 1
10 16 2 2 1
11 22 2 2 1
11 8 2 2 1
11 17 2 2 1
12 9 2 2 1
12 20 2 2 1
12 10 2 2 1
13 14 2 2 1
13 14 2 2 1
14 13 2 2 1
14 13 2 2 1
15 10 2 2 1
15 7 2 2 1
15 7 2 2 1
16 20 2 2 1
16 15 2 2 1
16 9 2 2 1
17 7 2 2 1
17 9 2 2 1
17 15 2 2 1
17 16 2 2 1
18 16 2 2 1
18 22 2 2 1
18 9 2 2 1
18 7 2 2 1
18 13 2 2 1
19 20 2 2 1
19 20 2 2 1
19 10 2 2 1
19 17 2 2 1
20 8 2 2 1
21 7 2 2 1
21 10 2 2 1
21 15 2 2 1
21 15 2 2 1
21 13 2 2 1
21 11 2 2 1
21 8 2 2 1
22 14 2 2 1
22 11 2 2 1
22 17 2 2 1
22 19 2 2 1
22 14 2 2 1
7 40 2 3 1
7 23 2 3 1
8 24 2 3 1
8 70 2 3 1
8 68 2 3 1
9 35 2 3 1
10 41 2 3 1
10 40 2 3 1
10 44 2 3 1
11 42 2 3 1
11 30 2 3 1
11 52 2 3 1
13 51 2 3 1
13 37 2 3 1
13 67 2 3 1
14 60 2 3 1
14 47 2 3 1
15 24 2 3 1
16 35 2 3 1
16 49 2 3 1
17 30 2 3 1
19 77 2 3 1
19 52 2 3 1
19 41 2 3 1
19 65 2 3 1
19 34 2 3 1
20 64 2 3 1
20 49 2 3 1
21 54 2 3 1
21 64 2 3 1
22 68 2 3 1
22 40 2 3 1
8 88 2 4 1
10 84 2 4 1
11 78 2 4 1
13 91 2 4 1
13 82 2 4 1
13 82 2 4 1
14 88 2 4 1
14 79 2 4 1
14 92 2 4 1
15 83 2 4 1
15 90 2 4 1
17 83 2 4 1
17 82 2 4 1
17 83 2 4 1
18 91 2 4 1
19 84 2 4 1
22 91 2 4 1
22 86 2 4 1
9 94 2 5 1
11 93 2 5 1
13 94 2 5 1
21 99 2 5 1
22 97 2 5 1
23 5 3 1 1
24 4 3 1 1
24 5 3 1 1
26 4 3 1 1
33 5 3 1 1
35 3 3 1 1
37 1 3 1 1
43 3 3 1 1
43 3 3 1 1
45 3 3 1 1
48 5 3 1 1
49 4 3 1 1
53 3 3 1 1
54 4 3 1 1
60 1 3 1 1
60 5 3 1 1
62 3 3 1 1
64 4 3 1 1
65 2 3 1 1
68 4 3 1 1
69 6 3 1 1
71 3 3 1 1
73 2 3 1 1
76 6 3 1 1
77 6 3 1 1
23 18 3 2 1
23 18 3 2 1
23 13 3 2 1
25 13 3 2 1
25 21 3 2 1
25 14 3 2 1
26 18 3 2 1
27 7 3 2 1
27 13 3 2 1
27 20 3 2 1
27 7 3 2 1
28 11 3 2 1
28 8 3 2 1
28 11 3 2 1
29 19 3 2 1
29 16 3 2 1
30 18 3 2 1
31 10 3 2 1
32 18 3 2 1
32 10 3 2 1
32 21 3 2 1
33 19 3 2 1
34 22 3 2 1
34 21 3 2 1
35 10 3 2 1
36 16 3 2 1
37 13 3 2 1
37 15 3 2 1
39 8 3 2 1
39 21 3 2 1
41 20 3 2 1
41 7 3 2 1
41 21 3 2 1
41 12 3 2 1
42 17 3 2 1
44 10 3 2 1
44 21 3 2 1
44 21 3 2 1
44 8 3 2 1
44 16 3 2 1
45 16 3 2 1
46 9 3 2 1
46 7 3 2 1
47 9 3 2 1
48 22 3 2 1
51 11 3 2 1
51 8 3 2 1
51 7 3 2 1
52 11 3 2 1
52 8 3 2 1
53 7 3 2 1
53 17 3 2 1
53 20 3 2 1
54 13 3 2 1
54 12 3 2 1
54 10 3 2 1
54 21 3 2 1
55 20 3 2 1
55 19 3 2 1
55 8 3 2 1
55 12 3 2 1
56 15 3 2 1
57 14 3 2 1
58 13 3 2 1
59 20 3 2 1
61 21 3 2 1
61 9 3 2 1
64 11 3 2 1
65 13 3 2 1
67 12 3 2 1
68 14 3 2 1
69 17 3 2 1
69 18 3 2 1
70 19 3 2 1
72 21 3 2 1
72 17 3 2 1
72 11 3 2 1
73 17 3 2 1
73 8 3 2 1
74 22 3 2 1
74 7 3 2 1
75 7 3 2 1
76 7 3 2 1
76 22 3 2 1
76 9 3 2 1
76 10 3 2 1
77 13 3 2 1
23 37 3 3 1
25 33 3 3 1
25 35 3 3 1
25 67 3 3 1
25 43 3 3 1
25 32 3 3 1
26 64 3 3 1
26 52 3 3 1
26 25 3 3 1
26 62 3 3 1
27 32 3 3 1
27 66 3 3 1
27 50 3 3 1
27 42 3 3 1
27 53 3 3 1
27 71 3 3 1
28 50 3 3 1
28 77 3 3 1
28 69 3 3 1
30 50 3 3 1
30 55 3 3 1
31 37 3 3 1
32 24 3 3 1
32 53 3 3 1
32 37 3 3 1
32 26 3 3 1
33 47 3 3 1
34 47 3 3 1
36 32 3 3 1
37 69 3 3 1
37 26 3 3 1
37 67 3 3 1
37 52 3 3 1
39 28 3 3 1
39 77 3 3 1
39 40 3 3 1
40 31 3 3 1
40 46 3 3 1
40 56 3 3 1
40 64 3 3 1
40 67 3 3 1
41 45 3 3 1
41 50 3 3 1
41 66 3 3 1
41 33 3 3 1
41 46 3 3 1
42 69 3 3 1
42 27 3 3 1
43 52 3 3 1
43 41 3 3 1
43 27 3 3 1
44 51 3 3 1
44 73 3 3 1
44 49 3 3 1
44 51 3 3 1
44 42 3 3 1
45 39 3 3 1
45 42 3 3 1
46 43 3 3 1
46 36 3 3 1
47 63 3 3 1
47 24 3 3 1
47 62 3 3 1
48 33 3 3 1
48 52 3 3 1
48 24 3 3 1
49 52 3 3 1
49 28 3 3 1
49 57 3 3 1
49 54 3 3 1
49 60 3 3 1
49 42 3 3 1
49 52 3 3 1
50 31 3 3 1
50 57 3 3 1
50 52 3 3 1
50 57 3 3 1
51 56 3 3 1
51 37 3 3 1
51 25 3 3 1
51 75 3 3 1
52 36 3 3 1
52 68 3 3 1
52 40 3 3 1
52 58 3 3 1
54 52 3 3 1
54 55 3 3 1
55 72 3 3 1
55 65 3 3 1
56 32 3 3 1
56 46 3 3 1
56 25 3 3 1
56 52 3 3 1
56 69 3 3 1
57 48 3 3 1
57 49 3 3 1
57 73 3 3 1
57 52 3 3 1
58 51 3 3 1
59 73 3 3 1
59 24 3 3 1
59 71 3 3 1
60 74 3 3 1
60 75 3 3 1
60 25 3 3 1
61 26 3 3 1
61 54 3 3 1
61 62 3 3 1
61 32 3 3 1
61 51 3 3 1
62 31 3 3 1
62 28 3 3 1
63 30 3 3 1
63 55 3 3 1
63 64 3 3 1
64 69 3 3 1
65 48 3 3 1
65 61 3 3 1
65 50 3 3 1
65 54 3 3 1
66 71 3 3 1
66 38 3 3 1
67 41 3 3 1
68 35 3 3 1
68 26 3 3 1
68 61 3 3 1
68 67 3 3 1
68 73 3 3 1
69 33 3 3 1
69 38 3 3 1
69 72 3 3 1
71 73 3 3 1
71 46 3 3 1
71 75 3 3 1
71 49 3 3 1
72 36 3 3 1
72 66 3 3 1
72 49 3 3 1
72 71 3 3 1
73 50 3 3 1
73 28 3 3 1
73 61 3 3 1
73 61 3 3 1
74 41 3 3 1
74 77 3 3 1
74 23 3 3 1
74 34 3 3 1
74 38 3 3 1
75 26 3 3 1
75 47 3 3 1
75 24 3 3 1
75 41 3 3 1
75 34 3 3 1
76 51 3 3 1
76 28 3 3 1
76 72 3 3 1
77 49 3 3 1
77 62 3 3 1
77 73 3 3 1
23 78 3 4 1
23 90 3 4 1
24 78 3 4 1
24 86 3 4 1
25 86 3 4 1
25 91 3 4 1
25 92 3 4 1
27 80 3 4 1
28 91 3 4 1
28 86 3 4 1
29 91 3 4 1
29 92 3 4 1
29 78 3 4 1
29 88 3 4 1
30 81 3 4 1
30 87 3 4 1
30 81 3 4 1
31 81 3 4 1
31 78 3 4 1
32 80 3 4 1
33 83 3 4 1
33 87 3 4 1
34 88 3 4 1
35 90 3 4 1
36 80 3 4 1
36 85 3 4 1
39 84 3 4 1
39 89 3 4 1
41 84 3 4 1
43 92 3 4 1
43 86 3 4 1
43 90 3 4 1
44 78 3 4 1
44 86 3 4 1
45 82 3 4 1
45 89 3 4 1
46 89 3 4 1
46 84 3 4 1
47 91 3 4 1
47 92 3 4 1
47 79 3 4 1
47 78 3 4 1
48 89 3 4 1
48 88 3 4 1
48 79 3 4 1
50 83 3 4 1
50 91 3 4 1
51 88 3 4 1
52 91 3 4 1
52 81 3 4 1
53 84 3 4 1
53 92 3 4 1
54 89 3 4 1
54 84 3 4 1
54 92 3 4 1
54 84 3 4 1
54 81 3 4 1
55 79 3 4 1
55 79 3 4 1
55 92 3 4 1
55 84 3 4 1
56 78 3 4 1
56 83 3 4 1
57 92 3 4 1
57 80 3 4 1
57 91 3 4 1
59 85 3 4 1
59 89 3 4 1
59 82 3 4 1
60 87 3 4 1
60 85 3 4 1
62 91 3 4 1
